community_id,top_10_mesh_terms
n2-1801,"Disease Resistance / physiology;Fungal Proteins / genetics;Plant Diseases*;Gene Expression Regulation, Plant*;Protein Sorting Signals / physiology;Ascomycota / physiology*;Host-Pathogen Interactions;Plant Proteins / biosynthesis*;Triticum / genetics;Plant Proteins / genetics"
n2-1802,Biological Evolution;Psychometrics;Motor Activity*;Photic Stimulation
n2-1803,"B7-H1 Antigen / immunology;Antibodies, Monoclonal, Humanized;Cell Proliferation* / genetics;Lymphocytes, Tumor-Infiltrating / physiology*;Male;Humans;Carcinoma, Transitional Cell / drug therapy;Carcinoma, Transitional Cell / pathology;Biomarkers, Pharmacological / analysis;T-Lymphocytes / drug effects"
n2-1804,Fertility;Triploidy*;Diploidy*;Animals;Transcriptome*;Protein Interaction Domains and Motifs;High-Throughput Nucleotide Sequencing;Tetraploidy*;Cypriniformes / genetics*;Gonads / metabolism*
n2-1806,"Peptides / metabolism*;Mice, Inbred C57BL;p21-Activated Kinases / chemistry*;Rats;Cells, Cultured;Myocytes, Cardiac / drug effects;Animals;Male;Angiotensin II / pharmacology*;Mice"
n2-1807,"Nervous System Diseases / metabolism;Middle Aged;Adult;Walking*;Male;Humans;Activities of Daily Living;Aged, 80 and over;Reference Values;Models, Biological"
n2-1808,"Mice, Inbred C57BL;Spleen / immunology;Liver / pathology;Adoptive Transfer;Mice;Cell Line, Tumor;Liver / cytology;DNA-Binding Proteins / genetics;Lymphocytes / cytology;Killer Cells, Natural / immunology"
n2-1809,"Magnetic Resonance Imaging / methods*;Brain / diagnostic imaging*;Neuroimaging / methods*;Brain / anatomy & histology;Humans;Brain Mapping / methods*;Algorithms;Image Processing, Computer-Assisted;Phantoms, Imaging"
n2-1811,"Ventricular Dysfunction, Left / pathology;Rats, Sprague-Dawley;Myocardial Infarction / pathology;Proteomics;Myocardium / chemistry;Animals;Male;Myocardial Ischemia / metabolism*;Myocardial Ischemia / pathology;Myocardium / pathology"
n2-1812,Cell Line;Humans;MicroRNAs / genetics*;Pancreatic Neoplasms;Pancreas / metabolism*;Dependovirus / genetics*
n2-1813,"Mice, Knockout;Retina / metabolism;Mice, Inbred C57BL;Adenylyl Cyclases / metabolism*;Fluorescence Resonance Energy Transfer;Animals;Calcium / metabolism*;Adenylyl Cyclases / genetics;Cyclic AMP / metabolism;Models, Biological"
n2-1814,Multiplex Polymerase Chain Reaction / methods*;Humans;Tissue Fixation;Real-Time Polymerase Chain Reaction / methods*;Molecular Diagnostic Techniques / methods*;Paraffin Embedding
n2-1815,"Neutrophil Infiltration*;Carcinoma, Squamous Cell / pathology*;Middle Aged;Male;Tongue Neoplasms / genetics;Humans;Cell Adhesion Molecules / metabolism*;Neoplasm Grading;Alternative Splicing;Transfection"
n2-1816,"Mice, Inbred BALB C;Drug Resistance, Multiple / drug effects;Humans;Naphthalenes / pharmacology*;Mice;Antineoplastic Agents, Phytogenic / pharmacology;Reverse Transcriptase Polymerase Chain Reaction;ATP Binding Cassette Transporter, Subfamily B, Member 1 / genetics*;Drug Synergism;Blotting, Western"
n2-1817,"Glioblastoma / genetics*;Thermodynamics;Binding Sites;DNA-Binding Proteins / metabolism;Protein Binding;Mutation, Missense*;Protein Interaction Domains and Motifs / genetics;Protein Stability;Humans;DNA-Binding Proteins / genetics"
n2-1818,Acid Phosphatase / metabolism;Liver / metabolism;Carboxylesterase / metabolism;Plant Extracts / toxicity*;Papaveraceae / chemistry*;Alkaline Phosphatase / drug effects;Fruit / chemistry*;Gastropoda / drug effects*;Carboxylesterase / drug effects;Alkaline Phosphatase / metabolism
n2-1819,"Humans;Sphingomonas* / genetics;Sphingomonas* / ultrastructure;Influenza, Human* / diagnosis;Influenza, Human* / microbiology;Gram-Negative Bacterial Infections* / virology;Influenza, Human* / virology;Gram-Negative Bacterial Infections* / microbiology;Sphingomonas* / isolation & purification;Exhalation*"
n2-1820,CA-125 Antigen / biosynthesis*;Middle Aged;Male;Humans;Alanine / administration & dosage;Alanine / analogs & derivatives*;Quinolones / administration & dosage*;Adult;Sjogren's Syndrome* / pathology;Mucin 5AC / biosynthesis*
n2-1821,"Hydrogen Peroxide / metabolism;Superoxide Dismutase / metabolism;Copper / pharmacology*;Zea mays / metabolism*;Gene Expression Regulation, Plant / drug effects;Plant Proteins / metabolism;Zea mays / drug effects;Catalase / metabolism;Glutathione Reductase / metabolism;Ascorbate Peroxidases / metabolism"
n2-1822,"Bees / physiology*;Radio Waves*;Thiazoles / toxicity*;Animals;Guanidines / toxicity*;Behavior, Animal / drug effects*;Imidazoles / toxicity*;Bees / drug effects;Insecticides / toxicity*;Time Factors"
n2-1823,"Antiviral Agents / therapeutic use;Middle Aged;Hepatitis C / drug therapy*;Male;Humans;Liver / pathology;Aspartate Aminotransferases / blood;Hepatitis C / virology;Serologic Tests;Outcome Assessment, Health Care / methods"
n2-1824,"Mice, Transgenic;Transgenes / genetics;Behavior, Animal / physiology;Metabolome;Synapses / metabolism;Animals;Blotting, Western;Brain / physiology*;Humans;Metabolic Networks and Pathways"
n2-1825,Female;Gestational Age*;Humans;Pregnancy;Fetus / physiology*;Eye Movements / physiology*;Mouth / physiology*
n2-1826,"Antineoplastic Agents / pharmacology;Humans;Drug Carriers / chemistry*;Mice;Ferric Compounds / chemistry;Cell Line, Tumor;Paclitaxel / chemistry;Intracellular Space / metabolism;Antineoplastic Agents / chemistry;Nanoparticles / chemistry*"
n2-1827,"Databases, Protein;Mice, Inbred C57BL;Molecular Sequence Annotation* / methods;Chromatography, Liquid;Female;Tandem Mass Spectrometry;Animals;Adipose Tissue, Brown / chemistry;Proteome / analysis;Proteome / metabolism*"
n2-1828,Gastrointestinal Tract / cytology;DNA-Binding Proteins / metabolism;Humans;DNA-Binding Proteins / analysis*;Immunohistochemistry;Gastrointestinal Tract / metabolism*;Histone Chaperones / analysis*;Female;Histone Chaperones / metabolism;Adult
n2-1829,"Antibodies, Neutralizing / immunology*;Cytomegalovirus / immunology;Animals;Vaccinia virus / immunology;Humans;Enzyme-Linked Immunosorbent Assay;Vaccines / immunology*;Mice"
n2-1830,"Middle Aged;Humans;Pneumonia, Viral / diagnosis*;Severity of Illness Index*;COVID-19;Risk Factors;Logistic Models;T-Lymphocyte Subsets / cytology*;Coronavirus Infections / mortality*;SARS-CoV-2"
n2-1831,"Middle Aged;Male;Humans;Thyroid Cancer, Papillary;Carcinoma, Papillary;Thyroid Neoplasms / genetics*;Carcinoma / genetics*;Adult;Aged;Female"
n2-1832,"Gene Expression Profiling*;Nephrons / metabolism*;Animals;Blotting, Western;Male;Estrogen Receptor beta / metabolism*;Mice;Reverse Transcriptase Polymerase Chain Reaction;Receptors, Cytoplasmic and Nuclear / metabolism*"
n2-1833,"Diterpenes / chemistry;Carbon-13 Magnetic Resonance Spectroscopy;Stereoisomerism;Lactones / chemistry;Proton Magnetic Resonance Spectroscopy;Fungi / drug effects*;Aldehydes / chemistry;Drug Evaluation, Preclinical;Lactones / pharmacology*;Spectrophotometry, Infrared"
n2-1834,"Uterine Cervical Neoplasms / genetics*;Genetic Predisposition to Disease*;Ethnicity / genetics;Alleles;HLA-DRB1 Chains / genetics*;Humans;Polymorphism, Genetic*;China;Female;Asian People / genetics*"
n2-1835,"Dyneins / physiology*;Amygdala / embryology;Memory / physiology;Cell Culture Techniques;Dynactin Complex;Transfection;Rats;Hippocampus / cytology;Rats, Wistar;Neurons / cytology"
n2-1836,"Male;Humans;Esophageal Neoplasms / pathology*;Cell Adhesion / immunology*;Cell Line, Tumor;Immunoglobulin G / immunology*;Neoplasm Invasiveness / immunology*;Antibodies / immunology*;Breast Neoplasms / pathology*;Female"
n2-1837,"Humans;Reproducibility of Results;Enzyme-Linked Immunosorbent Assay*;Urinary Bladder Neoplasms / urine*;Biomarkers, Tumor / urine*"
n2-1838,"Viremia / complications*;Animals;Disease Models, Animal*;Male;Feline Acquired Immunodeficiency Syndrome / complications*;Humans;Feline Acquired Immunodeficiency Syndrome / immunology*;Species Specificity;T-Lymphocytes / metabolism*;Biomarkers / metabolism"
n2-1839,Tissue Culture Techniques;Estradiol / metabolism;Middle Aged;Endostatins / metabolism;Tamoxifen / pharmacology*;Vascular Endothelial Growth Factor A / metabolism;Breast / metabolism*;Humans;Breast / drug effects;Flax*
n2-1840,"Prognosis;Middle Aged;Forkhead Transcription Factors / metabolism*;Humans;CD4 Antigens / metabolism*;Survival Analysis;Anthracyclines / therapeutic use;Adult;Neoplasm, Residual;Antineoplastic Agents / therapeutic use*"
n2-1841,Logistic Models;Postnatal Care / organization & administration;Postnatal Care / psychology*;Patient Readmission / statistics & numerical data;Infant;Mothers / psychology*;Male;Canada;Humans;Postpartum Period
n2-1844,Parkinson Disease / physiopathology*;Paired-Associate Learning;Male;Humans;Diffusion Tensor Imaging / methods*;Analysis of Variance;Essential Tremor / physiopathology*;Median Nerve / physiopathology;Pyramidal Tracts / physiopathology*;Sensory Thresholds / physiology
n2-1845,"Crosses, Genetic*;Gossypium / genetics*;Cytogenetic Analysis;Plant Diseases / genetics*;Plant Diseases / virology;Breeding;Disease Resistance / genetics*;Phenotype"
n2-1846,"Th1 Cells / pathology;Schistosoma mansoni / immunology*;Inflammation / immunology;Schistosomiasis mansoni / pathology;Mice;Th1 Cells / immunology;Inflammation / parasitology;Cytokines / genetics;Leishmaniasis, Cutaneous / immunology*;Th2 Cells / pathology"
n2-1847,"p300-CBP Transcription Factors / metabolism;Drug Resistance, Neoplasm* / drug effects;Humans;Phosphorylation / drug effects;Cell Proliferation / drug effects;Multiple Myeloma / genetics;Multiple Myeloma / drug therapy*;Multiple Myeloma / enzymology;Signal Transduction* / drug effects;Up-Regulation / genetics"
n2-1848,"Photoperiod;Gene Expression Regulation, Plant;Transcription, Genetic*;Arabidopsis / genetics;Arabidopsis / growth & development;Plants, Genetically Modified / genetics;Plant Development / genetics;Arabidopsis Proteins / genetics*;DNA-Binding Proteins / genetics*;Transcription Factors / genetics*"
n2-1849,Insulin Resistance*;Middle Aged;Republic of Korea;Biomarkers / blood;Male;Humans;Fasting;Nutrition Surveys;Body Mass Index;Blood Glucose / analysis*
n2-1850,"RNA, Transfer / genetics*;Plants, Medicinal / genetics*;Pogostemon / genetics*;Genome, Plastid*;RNA, Ribosomal / genetics*;RNA, Plant / genetics*;DNA Barcoding, Taxonomic*"
n2-1851,Risk;Middle Aged;Gamma Rays / adverse effects*;Stomach Neoplasms / pathology*;Ethnicity*;Male;Humans;Radiation Tolerance*;Asian People / ethnology*;Chromatids / radiation effects
n2-1852,Lysine;Chromatin / genetics*;Chromatin / metabolism;Histones / metabolism;Methylation;Humans;Histones / chemistry;HEK293 Cells;Zinc Fingers / genetics*;Exons / genetics*
n2-1853,Insect Vectors;Dengue / epidemiology;Singapore;Animals;Dengue Virus;Mosquito Control / instrumentation*;Mosquito Control / methods*;Environment;Aedes / virology;Disease Outbreaks / prevention & control*
n2-1854,"Up-Regulation*;Middle Aged;Male;Apolipoprotein C-I / metabolism*;Humans;Serum Amyloid A Protein / metabolism*;Coronary Disease / blood*;Cholesterol, HDL / blood*;Female;Proteomics*"
n2-1855,"Graft Rejection / prevention & control*;Analysis of Variance;Cyclosporine;Animals;Graft Rejection / immunology;Facial Transplantation*;Transplantation, Homologous / immunology*;Enzyme-Linked Immunosorbent Assay;Kaplan-Meier Estimate;Mesenchymal Stem Cell Transplantation*"
n2-1857,Semen Analysis*;Middle Aged;Semen*;Age Factors;HIV Infections* / physiopathology;Humans;Male;Viral Load;HIV Infections* / drug therapy;HIV Infections* / pathology
n2-1858,"Neural Networks, Computer*;Arecaceae / parasitology*;Humidity;Lepidoptera / growth & development*;Regression Analysis;Environmental Monitoring / methods;Animals;Satellite Imagery;Lepidoptera / physiology;Population Density"
n2-1860,Larva / parasitology;Sex Characteristics;Animals;Male;Ants / parasitology*;Pupa / parasitology;Host-Parasite Interactions;Female;Diptera / pathogenicity*
n2-1861,"Blood Glucose / metabolism;Trigonella / chemistry;Insulin Resistance*;Male;Hyperglycemia* / blood;Drugs, Chinese Herbal* / chemistry;Rats;Mice;Hyperglycemia* / prevention & control;Drugs, Chinese Herbal* / pharmacology"
n2-1862,"Signal Transduction / drug effects;Lipopolysaccharides;Endoplasmic Reticulum Stress / genetics;Liver / enzymology;Male;Liver / pathology;Mitogen-Activated Protein Kinase Kinases / metabolism;Toll-Like Receptor 4 / metabolism;Liver Failure, Acute / prevention & control*;Mice"
n2-1863,"Observational Studies as Topic;Diet*;Humans;Cholesterol, HDL / blood*;Confidence Intervals;Diet, Vegetarian*"
n2-1864,
n2-1866,"Receptors, IgG / immunology*;Endothelium, Vascular / cytology*;Human Umbilical Vein Endothelial Cells;Nitric Oxide Synthase Type II / metabolism;Humans;Antigen-Antibody Complex / immunology*;Inflammation Mediators / metabolism;Nitric Oxide / pharmacology*;Apoptosis / drug effects*;Phagocytes / immunology*"
n2-1867,"Imaging, Three-Dimensional;Motor Skills / physiology;Task Performance and Analysis;Posture / physiology*;Rotation;Male;Robotics;Biomechanical Phenomena / physiology*;Humans;Models, Biological"
n2-1868,"Pilot Projects;Endometrium / pathology*;Transcriptome*;Humans;Pregnancy;Female;Embryo Implantation*;Abortion, Habitual*"
n2-1869,"Mice, Knockout;Neurons / pathology*;Animals;Microvessels / pathology*;Diabetic Retinopathy / enzymology;Racemases and Epimerases / genetics*;Diabetic Retinopathy / pathology*;Streptozocin;Mice"
n2-1872,China / ethnology;Asian People*;Metabolic Syndrome / epidemiology*;Leukocytes*;China / epidemiology;Urban Population*;Longitudinal Studies;Male;Humans;Metabolic Syndrome / blood*
n2-1873,"Middle Aged;Male;Humans;Bone Plates*;Fracture Fixation, Internal / instrumentation;Minimally Invasive Surgical Procedures / instrumentation;Pedicle Screws*;Imaging, Three-Dimensional;Pelvic Bones / injuries*;Adult"
n2-1874,Fruit / chemistry*;Fatty Acids / chemistry;Broussonetia / chemistry*;Carbohydrates / chemistry;Phenols / chemistry;Oxidation-Reduction;Plant Proteins / chemistry;Antioxidants / chemistry*;Free Radical Scavengers / chemistry
n2-1875,"MicroRNAs / blood;Collagen Type I / blood;Male;Humans;Collagen Type I / genetics;RNA-Binding Proteins / biosynthesis*;Mice;Insulin-Like Growth Factor I / genetics;Child, Preschool;Heart Defects, Congenital / genetics"
n2-1876,"RNA Splicing / genetics;Humans;Janus Kinase 2 / chemistry;Amino Acid Sequence;Base Sequence;Sequence Deletion*;RNA, Messenger / genetics;Chronic Disease;Janus Kinase 2 / genetics*;Molecular Sequence Data"
n2-1877,"Case-Control Studies;Asian People / genetics;Polymorphism, Single Nucleotide / genetics*;Genetic Predisposition to Disease / genetics*;White People / genetics;Alleles;Humans;Estrogen Receptor alpha / genetics*;Genetic Variation / genetics*;Genome-Wide Association Study / methods"
n2-1878,"Receptors, Transforming Growth Factor beta / metabolism*;Mice, Inbred C57BL;Receptor, Transforming Growth Factor-beta Type I;Male;Cell Proliferation;Protein Serine-Threonine Kinases / metabolism*;Seminiferous Tubules / anatomy & histology*;Antigens, CD34 / immunology*;Mice;Seminiferous Tubules / cytology"
n2-1879,"Middle Aged;Biomarkers, Tumor / blood;Prostate-Specific Antigen / blood*;Male;Humans;Prostate / surgery*;Neoplasm Grading;Spermidine / urine;Prostatic Hyperplasia / pathology;Case-Control Studies"
n2-1880,"Neural Networks, Computer*;Brain / physiology;Memory* / physiology;Computer Simulation;Systems Theory;Mathematical Concepts;Humans;Models, Psychological;Nerve Net / physiology;Models, Neurological"
n2-1881,"Mice, Inbred BALB C;Histocompatibility Antigens Class II / immunology;Animals;Cell Line, Tumor;Antibodies, Monoclonal / pharmacology*;Humans;Xenograft Model Antitumor Assays;Antineoplastic Agents / pharmacology*;Cell Shape / drug effects;Mice, SCID"
n2-1882,"COS Cells;Receptors, Metabotropic Glutamate / genetics*;Polymorphism, Single Nucleotide / genetics*;Mutation / genetics*;Genetic Predisposition to Disease*;Animals;Male;Chlorocebus aethiops;Humans;Schizophrenia / genetics*"
n2-1883,"Muramidase / metabolism;Interferon-gamma / physiology*;Neutrophils / cytology*;Peroxidase / metabolism;Apoptosis;Phagocytosis;Cell Line;Blotting, Western;Immunity, Innate / genetics*;Oligonucleotide Array Sequence Analysis"
n2-1885,Plant Roots / growth & development*;Oryza / metabolism;Seedlings / growth & development*;Seedlings / metabolism;Plant Roots / radiation effects;Sugars / metabolism*;Light*;Oryza / growth & development*;Oryza / radiation effects;Plant Roots / metabolism
n2-1886,Ursidae / genetics*;Basic Helix-Loop-Helix Transcription Factors / genetics*;Phylogeny;Animals;Ursidae / metabolism;Basic Helix-Loop-Helix Transcription Factors / classification;Basic Helix-Loop-Helix Transcription Factors / chemistry
n2-1887,Social Perception*;Pilot Projects;Male;Humans;Body Temperature / physiology*;Interpersonal Relations*;Social Behavior;Adolescent;Young Adult;Female
n2-1888,"Prostatic Neoplasms / pathology*;Middle Aged;Prostate / pathology*;Male;Biopsy, Needle / methods;Humans;Aged, 80 and over;Prospective Studies;Ultrasonography / methods;Aged"
n2-1890,"Diabetes Mellitus, Type 1 / epidemiology*;Incidence;Infant, Very Low Birth Weight*;Humans;Pregnancy;Diabetes Mellitus, Type 2 / epidemiology*;Risk Factors;Diabetes, Gestational / epidemiology*;Pregnancy in Diabetics;Infant, Premature*"
